gid;ferrovia;operacao;observacao;extensaokm;bitolatipo;produtos;ferrosigla;pnvcoin;operadora;codpnvsimp;modal;bitola_ext;situacao;cod_pnv;wkt;geometria
1483;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Brasília - Entroncamento com  a EF-116 - Iaçu - Salvador;5;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-025;Ferrovia;1.000;FERROVIA EM TRAFEGO;025FBA1110;MULTILINESTRING((-38.49051834969072 -12.703002105590642,-38.48700232658111 -12.704964120293482,-38.46978222340831 -12.722596235123042,-38.45802714444615 -12.727816277141985,-38.45213410730192 -12.732389308647047,-38.447404082078506 -12.7397303535211));ST_MultiLineString
1484;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Brasília - Entroncamento com  a EF-116 - Iaçu - Salvador;13;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-025;Ferrovia;1.000;FERROVIA EM TRAFEGO;025FBA1100;MULTILINESTRING((-38.55081774448477 -12.668271847730328,-38.50443843505575 -12.690334021232736,-38.497587394692296 -12.697890069801607,-38.49051834969072 -12.703002105590642));ST_MultiLineString
1485;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;5;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-101;Ferrovia;1.000;FERROVIA EM TRAFEGO;101FBA0740;MULTILINESTRING((-38.40415182397323 -12.784939646913939,-38.39716277520129 -12.786621664333682,-38.3892237121315 -12.782424651538605,-38.37400359828728 -12.780023657110291,-38.364141529553976 -12.782492682196647));ST_MultiLineString
1486;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;4;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-101;Ferrovia;1.000;FERROVIA EM TRAFEGO;101FBA0730;MULTILINESTRING((-38.364141529553976 -12.782492682196647,-38.35783847926735 -12.779001671170635,-38.33675633097408 -12.783230719194702,-38.33063828346753 -12.780894714101509));ST_MultiLineString
1487;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;9;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-101;Ferrovia;1.000;FERROVIA EM TRAFEGO;101FBA0720;MULTILINESTRING((-38.33063828346753 -12.780894714101509,-38.32272521622767 -12.773245682784903,-38.32420721321424 -12.76220162198671,-38.321298168690895 -12.743528525671378,-38.32579916313111 -12.712759355685435,-38.32442113472152 -12.69799427831801));ST_MultiLineString
1488;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;10;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-101;Ferrovia;1.000;FERROVIA EM TRAFEGO;101FBA0710;MULTILINESTRING((-38.32442113472152 -12.69799427831801,-38.32079408990092 -12.683188203389424,-38.31592404694728 -12.677167176969405,-38.31414701771104 -12.664032108722425,-38.30547991223592 -12.629823935665337,-38.29720083113853 -12.612990855204393));ST_MultiLineString
1489;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;22;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FBA9010;MULTILINESTRING((-40.189712928036876 -10.461867079948297,-40.191786948674206 -10.467587109148356,-40.21847016050241 -10.490222205504825,-40.227996240484245 -10.502418262368952,-40.23752831565141 -10.510020294060991,-40.236367312845125 -10.51508532296304,-40.23799132867367 -10.519229343934544,-40.250306433704324 -10.536492425482768,-40.25565249142312 -10.555371523036193,-40.26474956673449 -10.565950571302897,-40.275549650546914 -10.57325659989613));ST_MultiLineString
1490;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Entroncamento com a EF-116 - São Francisco (Alagoinhas);52;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-430;Ferrovia;1.000;FERROVIA EM TRAFEGO;430FBA0420;MULTILINESTRING((-39.84152472635573 -10.704845773634325,-39.84514274633178 -10.69956474089868,-39.84668175182083 -10.694507711567143,-39.85387480025319 -10.692152691127754,-39.85701882012221 -10.689909675541903,-39.86237085557174 -10.687613657355152,-39.86819589067586 -10.681865619753458,-39.872644899307154 -10.6604554977206,-39.87824192714817 -10.64940543127715,-39.88151193901293 -10.638815369777518,-39.88453695675718 -10.635369347720228,-39.89685804422432 -10.6356093361957,-39.9012840743316 -10.634466325313246,-39.916411168150844 -10.622045241427216,-39.9268782363266 -10.61652220023597,-39.9401353284039 -10.614927177685116,-39.9496713894866 -10.60894913497722,-39.95945444936552 -10.60020307683862,-39.973859532815545 -10.582888966912568,-39.982266581316466 -10.572593901715909,-39.995063659558156 -10.561089825334355,-39.9997196848921 -10.5539477813279,-40.00902074744246 -10.550961755305524,-40.019483813562026 -10.543601704089468,-40.02273983655969 -10.54360170071552,-40.025996854694995 -10.539000672103937,-40.04274696592293 -10.532330618170729,-40.067382135218665 -10.52796756873172,-40.085754256847224 -10.520377508095073,-40.10388137937926 -10.515309461547133,-40.11248943450575 -10.51001842363745,-40.12015948568358 -10.507257400567548,-40.12573951967926 -10.50218836701343,-40.13066454238636 -10.490801299508165,-40.137130585174745 -10.488146278272534,-40.145033640407995 -10.487689267600159,-40.1554897182489 -10.491608278265614,-40.16152975984467 -10.490684266956741,-40.167111794807596 -10.4865382384704,-40.17980386161711 -10.465084107804067,-40.189712928036876 -10.461867079948297));ST_MultiLineString
1807;Companhia Paulista de Trens Metropolitanos;1992-05-25T00:00:00.000Z;S/OBSERVACAO;20;BITOLA MISTA;Transporte de Passageiros;CPTM;;Companhia Paulista de Trens Metropolitanos;EF-478;Ferrovia;S/INFOR;FERROVIA EM TRAFEGO;478EF9010;MULTILINESTRING((-46.70865694017207 -23.65314637370191,-46.71117993110369 -23.644509341574217,-46.712042923077036 -23.639933325771338,-46.711688911042735 -23.636765317282624));ST_MultiLineString
1491;Nova Transnordestina;2006-06-06T00:00:00.000Z;Fortaleza - Ponta Grossa;25;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;FE-116;;Transnordestina Logística S.A.;EF-116;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;116FPE8008;MULTILINESTRING((-39.01854381370642 -7.111482843318992,-39.0220228404245 -7.114435858747617,-39.03344293239891 -7.13032594673524,-39.039625980083 -7.135857975831406,-39.05706010982924 -7.144648016792475,-39.06117614157685 -7.148340036197068,-39.0661841861745 -7.161450111705518,-39.08102730662275 -7.183317233070275,-39.099444447415905 -7.197972308446254,-39.10667850408853 -7.205693349843406,-39.108732521543736 -7.209837373328255,-39.127725669712305 -7.229188476371838,-39.14337779534176 -7.250135591214969));ST_MultiLineString
1492;Nova Transnordestina;2006-06-06T00:00:00.000Z;Fortaleza - Ponta Grossa;23;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;FE-116;;Transnordestina Logística S.A.;EF-116;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;116FPE8009;MULTILINESTRING((-38.96782233930833 -6.942913858401621,-38.970100359471814 -6.94887089297321,-38.97279538801335 -6.962889976093185,-38.97162738327383 -6.968173008874448,-38.96815336246598 -6.973901045897756,-38.955706280404975 -6.983271111010732,-38.95200525798155 -6.988992148146286,-38.95128825722986 -6.995425187582176,-38.959908335236015 -7.020265332114566,-38.96304937063365 -7.03956544674053,-38.968057412918995 -7.049457503159626,-38.996407638236555 -7.084706696845596,-39.00804373360894 -7.103357801486667,-39.01854381370642 -7.111482843318992));ST_MultiLineString
1493;Nova Transnordestina;2006-06-06T00:00:00.000Z;Fortaleza - Ponta Grossa;25;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;FE-116;;Transnordestina Logística S.A.;EF-116;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;116FPE8010;MULTILINESTRING((-38.964765192645714 -6.753742711729704,-38.96768521866754 -6.761877759320408,-38.97113224313733 -6.761893757171377,-38.97615528419047 -6.770187804340681,-38.980466322747894 -6.782380875662468,-38.98180233809541 -6.791343929271985,-38.981080337787745 -6.798688974385251,-38.98629738613353 -6.815940075776174,-38.984209373878684 -6.819831100783886,-38.97405730832315 -6.82967416724938,-38.97337830797733 -6.836459208905308,-38.980599374028245 -6.858872340215812,-38.98035137515964 -6.863239366884326,-38.97593834991622 -6.872404425424547,-38.97452534643723 -6.88227348624309,-38.97518335584057 -6.889397529025056,-38.97306334812534 -6.900416597269913,-38.96634231020183 -6.915092690743674,-38.964453303839605 -6.925646755993237,-38.966240325595976 -6.939207837000297,-38.96782233930833 -6.942913858401621));ST_MultiLineString
1494;Nova Transnordestina;2006-06-06T00:00:00.000Z;Companhia Responsável - CFN;33;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;NTrans;FE-116;Transnordestina Logística S.A.;EF-232;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;232FPE0520;MULTILINESTRING((-39.11291206472267 -6.475246919643816,-39.116140084560065 -6.470436888252921,-39.14332626464722 -6.450774751201704,-39.14587027992724 -6.446417723009045,-39.148008283611084 -6.428041609445657,-39.155645327658355 -6.411982506591912,-39.163266375737365 -6.402592444490744,-39.176121467095015 -6.403327441011106,-39.18209650864199 -6.402199430415153,-39.19751661284718 -6.394442373474892,-39.203490654379564 -6.393322362932833,-39.217939758234586 -6.396132371137624,-39.23192886109963 -6.402616402042048,-39.24502095247426 -6.400817382934376,-39.250527991958805 -6.401759385263361,-39.255601025096475 -6.397416355612616,-39.26044805492288 -6.390307309224442,-39.26487407652255 -6.374700211228947,-39.26856010014172 -6.370800185143179,-39.2733961325975 -6.368061165434396,-39.28097218610283 -6.368086160904118,-39.2989343078139 -6.359848099528626));ST_MultiLineString
1495;Nova Transnordestina;2006-06-06T00:00:00.000Z;Companhia Responsável - CFN;19;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;NTrans;FE-116;Transnordestina Logística S.A.;EF-232;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;232FPE0510;MULTILINESTRING((-39.06254779140078 -6.607075755624415,-39.06198776351856 -6.569491526855269,-39.06407877527802 -6.564677496168339,-39.06892280668994 -6.560100465181306,-39.08502891614314 -6.552810410516373,-39.08917994292657 -6.548684382724895,-39.091521952542244 -6.537663314022055,-39.09889900014927 -6.530338264679344,-39.10121501350722 -6.525521233831962,-39.10172101086591 -6.515645173257152,-39.10564603489947 -6.509683134405386,-39.10521502780624 -6.503255095448627,-39.108231045118984 -6.496829054332939,-39.1149100885144 -6.49064701240582,-39.112202062430136 -6.479611946739855,-39.11291206472267 -6.475246919643816));ST_MultiLineString
1496;Nova Transnordestina;2006-06-06T00:00:00.000Z;Fortaleza - Ponta Grossa;14;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;FE-116;;Transnordestina Logística S.A.;EF-116;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;116FPE8011;MULTILINESTRING((-39.013974478640016 -6.656261086409721,-39.01123546479186 -6.664930140980274,-39.00690943658038 -6.668758167080447,-38.99747137229418 -6.672863198158956,-38.996160365220035 -6.676316220037159,-38.994925357485464 -6.677906230517746,-38.994442358054485 -6.684104268580874,-39.00010441024391 -6.702739378397208,-39.00031641427035 -6.706639402001072,-38.9977643997354 -6.712145437167069,-38.99038135166618 -6.718777482314772,-38.984128316089325 -6.732309568725272,-38.964765192645714 -6.753742711729704));ST_MultiLineString
1498;Companhia Ferroviária do Nordeste;1998-01-01T00:00:00.000Z;Sem Observação;24;BITOLA METRICA;Derivados de petróleo, álcool, cimento e ferro-gusa;CFN;;Companhia Ferroviária do Nordeste;EF-225;Ferrovia;1.000;FERROVIA EM TRAFEGO;225FCE0200;MULTILINESTRING((-38.71726541832108 -6.730410729812442,-38.72662548417478 -6.729198716368803,-38.75102765006765 -6.717122626853482,-38.75908170592334 -6.714864607870172,-38.768719774667545 -6.715128603273989,-38.77719683885279 -6.721142634539617,-38.79028593169149 -6.720731623586774,-38.79441096326577 -6.724194642066555,-38.80360102835443 -6.723779633600445,-38.829846206422154 -6.710561535992881,-38.84363330430637 -6.710387526040753,-38.851681359592476 -6.707427502790627,-38.85583638631806 -6.703084473614085,-38.863726431305324 -6.685884363578157,-38.86995047258498 -6.681312331675518,-38.887901594389135 -6.672427265925185,-38.899421670774906 -6.6639712069327,-38.90932973835468 -6.659646174188569,-38.917136793801916 -6.659676169366752,-38.931106898170356 -6.667776209813045,-38.94490999380892 -6.664151178844539,-38.96935916912921 -6.667014180596086,-38.97360619955874 -6.667481180713154,-38.99153832473057 -6.664334150010743,-39.00463441734438 -6.663932139144349,-39.013974478640016 -6.656261086409721));ST_MultiLineString
1499;Nova Transnordestina;2006-06-06T00:00:00.000Z;Trecho subutilizado da Companhia Ferroviária do Nordeste - previsão de modernização;61;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;NTrans;;Transnordestina Logística S.A.;EF-232;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;232FPE0200;MULTILINESTRING((-38.72976750008799 -8.120695091682473,-38.69827324829451 -8.086302912034652,-38.694411218031235 -8.08286789462516,-38.68646114726416 -8.064898794030995,-38.67382805160532 -8.057940762423817,-38.659337944966055 -8.05394774984932,-38.656335924924996 -8.055770762999824,-38.661808971371 -8.065222814971323,-38.66016096351722 -8.070275846275333,-38.644988850905925 -8.06490282603678,-38.6276997288363 -8.066871851070278,-38.61957467873954 -8.077175918608782,-38.61126262175865 -8.080341943848845,-38.59837952742174 -8.077514936973907,-38.58805444834507 -8.070787904912287,-38.58345241486706 -8.070070904190807,-38.57215333629581 -8.07299693030654,-38.56247726630328 -8.072023931967628,-38.553256201873864 -8.074037951056983,-38.52844301631326 -8.063778909057103,-38.511219885980964 -8.05470486822255,-38.501544817362316 -8.05556688078518,-38.49717878501223 -8.054166875790507,-38.486805705247065 -8.047081841504978,-38.469996575055056 -8.034392778692128,-38.4591414889779 -8.023597722572022,-38.447365392824004 -8.008264640017138,-38.438773327222904 -8.003010615183028,-38.41090412784803 -8.003523639460157,-38.402399065602275 -8.001869636046017,-38.39970504517483 -8.000418629422462,-38.361570771670124 -8.000422658432287,-38.35216070888064 -8.006598702520673,-38.3422516382543 -8.00722171377916,-38.335289587029614 -8.005570709193517,-38.32753952747591 -8.000426684302088,-38.29865331395655 -7.992361657938413));ST_MultiLineString
1500;Nova Transnordestina;2006-06-06T00:00:00.000Z;Trecho subutilizado da Companhia Ferroviária do Nordeste - previsão de modernização;55;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;NTrans;;Transnordestina Logística S.A.;EF-232;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;232FPE0190;MULTILINESTRING((-38.29865331395655 -7.992361657938413,-38.28920923632898 -7.97947858793415,-38.28446219693826 -7.972508549767083,-38.267967068309105 -7.9591244820079,-38.245230898299546 -7.950302446241493,-38.23904884934076 -7.944302414901559,-38.23311879959526 -7.934865362734064,-38.22577574420362 -7.931387347375154,-38.21727268237681 -7.930431348020441,-38.209231622481134 -7.92764333731607,-38.20191456345799 -7.919117291600348,-38.19111448353459 -7.916080281447549,-38.18191441770455 -7.916494290824131,-38.17057634513348 -7.928374370697416,-38.15031720956678 -7.941809466613771,-38.11357892712566 -7.917766349601816,-38.10669187615338 -7.915892343477728,-38.09568279102073 -7.90804430448182,-38.08925874303237 -7.905716295265875,-38.07752665904245 -7.906340307774924,-38.07316162639646 -7.904715301248338,-38.06287854286322 -7.892049232640882,-38.05712550158444 -7.892247238115907,-38.046729432688544 -7.900223293899472,-38.04235640186088 -7.901116302535959,-38.02053324010517 -7.895042282185901,-38.0171032124622 -7.891125261129707,-38.01119416060951 -7.87870919067119,-37.98643197009341 -7.862517111362632,-37.97503589238823 -7.868475155752504,-37.96023378466814 -7.867121158542295,-37.93308458321623 -7.859492132565242,-37.92409352037261 -7.862192155518069,-37.91719847043917 -7.861929159026127,-37.907345394376605 -7.855226125809477,-37.90045034357972 -7.853813122360979));ST_MultiLineString
1501;Nova Transnordestina;2006-06-06T00:00:00.000Z;Trecho subutilizado da Companhia Ferroviária do Nordeste - previsão de modernização;26;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;NTrans;;Transnordestina Logística S.A.;EF-232;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;232FPE0180;MULTILINESTRING((-37.90045034357972 -7.853813122360979,-37.89100527691933 -7.855825141491326,-37.874402161803424 -7.862170192097744,-37.8622080744149 -7.863025206269294,-37.85555002461379 -7.86068919706031,-37.84459193422968 -7.845491113222343,-37.83795088319423 -7.841327092918632,-37.822692752951674 -7.814167939730932,-37.814908691461774 -7.807011902094729,-37.808259641045964 -7.803763887286641,-37.79420154091063 -7.805691909255229,-37.779140419099306 -7.788006813071313,-37.77340737478596 -7.784070793388372,-37.76583331850771 -7.781963786133621,-37.743981160312565 -7.781620799979957,-37.7265300298728 -7.77578177725589,-37.71985897883459 -7.771950758855415));ST_MultiLineString
1502;Companhia Ferroviária do Nordeste;1998-01-01T00:00:00.000Z;Sem Observação;48;BITOLA METRICA;Derivados de petróleo, álcool, cimento e ferro-gusa;CFN;;Companhia Ferroviária do Nordeste;EF-225;Ferrovia;1.000;FERROVIA EM TRAFEGO;225FPB0190;MULTILINESTRING((-38.45020751274439 -6.729154893836622,-38.4543215382926 -6.723154854379004,-38.47009464544658 -6.714524791319615,-38.49563782132642 -6.704297712227757,-38.536098106892005 -6.699199655088562,-38.546200179450594 -6.69993365312911,-38.55835526900198 -6.704345672398874,-38.58820448289044 -6.705862662577055,-38.62399374421236 -6.715436698252557,-38.64393989233951 -6.72470674216784,-38.65803199253824 -6.724364731007514,-38.67710112144273 -6.713566652686864,-38.68396417006773 -6.713162645803813,-38.68832020229018 -6.715023654385286,-38.69952928909992 -6.725864713459387,-38.70617433910635 -6.730031734648709,-38.71726541832108 -6.730410729812442));ST_MultiLineString
1631;Ferrovia Norte Sul;1996-01-01T00:00:00.000Z;Trecho ligando Estreito e Açailândia está concluído e em operação comercial desde 1996;9,469;BITOLA LARGA;Sem informação;FNS;;VALEC;EF-151;Ferrovia;1.600;Ferrovia em Trafego;151FMA0200;MULTILINESTRING((-47.34852771133567 -6.249114119770892,-47.348412714735446 -6.254925150484279,-47.35049573626978 -6.267063212974247,-47.35363277628033 -6.295937362826515,-47.357220808049895 -6.309245430318521,-47.3632828564332 -6.324283505104485,-47.36589787842529 -6.332322545512524));ST_MultiLineString
1503;Companhia Ferroviária do Nordeste;1998-01-01T00:00:00.000Z;Sem Observação;27;BITOLA METRICA;Derivados de petróleo, álcool, cimento e ferro-gusa;CFN;;Companhia Ferroviária do Nordeste;EF-225;Ferrovia;1.000;FERROVIA EM TRAFEGO;225FPB0180;MULTILINESTRING((-38.228376944837 -6.759582222968218,-38.2472960857512 -6.767907262057105,-38.27318027171774 -6.768741250570859,-38.2842193488949 -6.765806225438326,-38.305356500166724 -6.765679211084125,-38.326017650200924 -6.768991218157634,-38.38549707860598 -6.773402206962791,-38.395150146488895 -6.771616189783737,-38.41034325161363 -6.766169146574977,-38.44097745958209 -6.749076021994504,-38.449522514911436 -6.74015696178518,-38.45020751274439 -6.729154893836622));ST_MultiLineString
1504;Companhia Ferroviária do Nordeste;1998-01-01T00:00:00.000Z;Sem Observação;54;BITOLA METRICA;Derivados de petróleo, álcool, cimento e ferro-gusa;CFN;;Companhia Ferroviária do Nordeste;EF-225;Ferrovia;1.000;FERROVIA EM TRAFEGO;225FPB0170;MULTILINESTRING((-37.80197988739548 -6.770690563574036,-37.81284298448085 -6.800183739218199,-37.81718201855861 -6.804578763640101,-37.82269205930722 -6.806209770209769,-37.83744116416548 -6.804003747140428,-37.85279727468369 -6.803843736336928,-37.860590333191595 -6.807558754322867,-37.88150548284961 -6.806062731695099,-37.893001563746544 -6.803139706275669,-37.90631966039806 -6.804358705285762,-37.95998905707345 -6.820714771866688,-37.98040020867075 -6.828168804734188,-37.9934753046597 -6.831226815179034,-38.00289337299308 -6.832189815052049,-38.04104664586082 -6.830088777519959,-38.053893739837015 -6.832676785183928,-38.060342784708716 -6.830416767102127,-38.07396387414789 -6.817388678064322,-38.08432294606133 -6.813534647653283,-38.096499033978134 -6.814286644447955,-38.10979913217109 -6.818482661721624,-38.11922619958021 -6.818075653140442,-38.14913240866934 -6.809495581055055,-38.164067516161666 -6.81002757470675,-38.17558959499223 -6.804106530850682,-38.1885056810064 -6.793834459332466,-38.209688826894116 -6.78451738838696,-38.21775688135557 -6.779269350915802,-38.227852946468246 -6.767980274979575,-38.228376944837 -6.759582222968218));ST_MultiLineString
1518;Companhia Ferroviária do Nordeste;1998-01-01T00:00:00.000Z;Sem Observação;66;BITOLA METRICA;Derivados de petróleo, álcool, cimento e ferro-gusa;CFN;;Companhia Ferroviária do Nordeste;EF-410;Ferrovia;1.000;FERROVIA COM TRÁFEGO SUSPENSO;410FRN0090;MULTILINESTRING((-38.016144206337835 -6.412909210619858,-37.98897996508186 -6.336074748706547,-37.97497685369524 -6.31796364418374,-37.97764585936644 -6.295218500770979,-37.96016871492058 -6.263268311755091,-37.893425206125876 -6.213739041458103,-37.88208811768146 -6.201873973846061,-37.862131970534165 -6.195666946628198,-37.83381874850206 -6.164049765033069,-37.80044150686088 -6.161595768966999,-37.76663126080749 -6.157074760151509,-37.71871990607307 -6.140425683255786,-37.69659873805439 -6.125446601854763,-37.67481356876841 -6.104027479662856,-37.65795544841793 -6.106143502604565,-37.63900231369685 -6.109606535221009));ST_MultiLineString
1505;Companhia Ferroviária do Nordeste;1998-01-01T00:00:00.000Z;Sem Observação;56;BITOLA METRICA;Derivados de petróleo, álcool, cimento e ferro-gusa;CFN;;Companhia Ferroviária do Nordeste;EF-410;Ferrovia;1.000;FERROVIA COM TRÁFEGO SUSPENSO;410FRN0100;MULTILINESTRING((-38.228376944837 -6.759582222968218,-38.24459405093473 -6.743791115410652,-38.24853807362406 -6.735081059283166,-38.26284016849663 -6.723202977045602,-38.26769819964651 -6.717484938752437,-38.266365184533434 -6.708748885821294,-38.24117899366798 -6.692317800626296,-38.233183931405485 -6.68446775732268,-38.22862889395061 -6.676863713338128,-38.224330854424196 -6.663059630946556,-38.21611478928608 -6.653137574935246,-38.20651471524513 -6.644821529676107,-38.203783693736355 -6.641747512425325,-38.198760652708586 -6.633756466262998,-38.19349361306183 -6.630743450971575,-38.1790255090083 -6.630212456776399,-38.171233451102296 -6.626965441613497,-38.15157929858734 -6.60848533974679,-38.144892248564794 -6.605186323535534,-38.121805075307 -6.592939262216739,-38.10602695346893 -6.579079186290306,-38.07582872295493 -6.556869067521007,-38.066695650966864 -6.546483008828155,-38.06226061108874 -6.533462930876959,-38.056002563388034 -6.528967906871437,-38.04656648210158 -6.506962776214528,-38.03354836961405 -6.475922591558971,-38.028779323597675 -6.456623474622982,-38.016144206337835 -6.412909210619858));ST_MultiLineString
1506;Nova Transnordestina;2006-06-06T00:00:00.000Z;Companhia Responsável - CFN;51;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;NTrans;FE-116;Transnordestina Logística S.A.;EF-232;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;232FPE0500;MULTILINESTRING((-39.2989343078139 -6.359848099528626,-39.31933845286519 -6.361558097355888,-39.32765950323268 -6.348032009696323,-39.34078558991251 -6.338421942969778,-39.34952764947254 -6.3350079167552,-39.36651377028485 -6.336672916446627,-39.3780058497792 -6.334182894178818,-39.38697291032923 -6.32985286224956,-39.39665997213016 -6.319312792012506,-39.41345508318887 -6.307420709169444,-39.41761810816428 -6.30031266326588,-39.41879011318319 -6.295024630295342,-39.41811510505379 -6.289511597081116,-39.41128404792389 -6.274779511373909,-39.41291605620541 -6.269503478178386,-39.4186790920556 -6.261701427043957,-39.431998185630775 -6.261288416401391,-39.43545720832294 -6.258542397535122,-39.438926228711516 -6.251895354857122,-39.438709224664244 -6.247752329703888,-39.42864714776936 -6.237833275271681,-39.42614612638689 -6.231623238871015,-39.426852128440714 -6.226804209013218,-39.422989094682244 -6.215982145251846,-39.426035105465154 -6.19829903536794,-39.42376908437993 -6.189790984737501,-39.42379508110473 -6.184041949580459,-39.43069912684488 -6.179238916063183,-39.44585423304737 -6.178369901628952,-39.45022826191935 -6.175163879402674,-39.4541582843588 -6.16645082378634,-39.45556928919691 -6.157950770980729,-39.45194325650895 -6.1459877000113,-39.4579622914809 -6.133594620619329,-39.46238131246168 -6.116601514036086,-39.453472242897675 -6.105078448833767,-39.452827232782425 -6.095683391712841));ST_MultiLineString
1507;Nova Transnordestina;2006-06-06T00:00:00.000Z;Companhia Responsável - CFN;27;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;NTrans;FE-116;Transnordestina Logística S.A.;EF-232;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;232FPE0490;MULTILINESTRING((-39.452827232782425 -6.095683391712841,-39.461590285752244 -6.080968296429143,-39.463459293884334 -6.072471243296246,-39.461662274587624 -6.061205175365032,-39.45848124731584 -6.052918126480588,-39.45299820479174 -6.046238088785664,-39.4374270887974 -6.035378031389932,-39.431506039962635 -6.023182960093338,-39.43222404084976 -6.016058915980393,-39.43064002606743 -6.009847878810348,-39.41965194424675 -6.002220838443684,-39.412148880823025 -5.984036731210137,-39.405746831186974 -5.976203686841191,-39.404168816333986 -5.969757648170293,-39.407874836584945 -5.959661584003058,-39.418026900379175 -5.946356496380678,-39.4373840244961 -5.92527535566433,-39.4399250396092 -5.920458324599056));ST_MultiLineString
1641;Ferrovia Norte Sul;2001-01-01T00:00:00.000Z;Está sendo implantada pela VALEC- Eng. Const. e Ferrovias S.A;5,460;BITOLA LARGA;Sem informação;FNS;;VALEC;EF-151;Ferrovia;1.600;Ferrovia em Trafego;151FTO0490;MULTILINESTRING((-48.455140417439075 -10.307817165618323,-48.45296539586775 -10.301024136769955,-48.45176937574342 -10.290443089221334,-48.44695833152424 -10.27828403862304,-48.44558731202562 -10.269089997663745,-48.44573830183082 -10.259848954676556));ST_MultiLineString
1508;Nova Transnordestina;2006-06-06T00:00:00.000Z;Companhia Responsável - CFN;18;BITOLA LARGA;Derivados de petróleo, álcool, grãos, fruticultura e mineração;NTrans;FE-116;Transnordestina Logística S.A.;EF-232;Ferrovia;1.600;FERROVIA EM CONSTRUÇÃO;232FPE0480;MULTILINESTRING((-39.4399250396092 -5.920458324599056,-39.441356041628815 -5.90644623766158,-39.440002028398574 -5.899996198792676,-39.430629956492034 -5.889628140427645,-39.425848917832184 -5.880875089334131,-39.425882912299784 -5.870763027107176,-39.428235920227074 -5.855599932460208,-39.423715877433494 -5.836268816040094,-39.416188817532635 -5.824056745110722,-39.41810681971784 -5.804011620537194));ST_MultiLineString
